"type","grouping_label","grouping_id","parent_grouping_label","parent_grouping_id","gl_nature","amount_type","period_type","data_type"
"BS Master","Base MIS BS View",5300029,NULL,NULL,"Liability","Credit","Instant",NULL
"BS Master","    Balance Sheet Net",5300027,"Base MIS BS View",5300029,"Liability","Credit","Instant",NULL
"BS Master","        Total Equity and Liabilites",5300005,"Balance Sheet Net",5300027,"Liability","Credit","Instant",NULL
"BS Master","            Equity",5300007,"Total Equity and Liabilites",5300005,"Liability","Credit","Instant",NULL
"BS Master","                Unit capital / Equity share capital",5300126,"Equity",5300007,"Liability","Credit","Instant",NULL
"BS Master","                    Issued, subscribed and paid-up - Unit capital / Equity share capital",5300127,"Unit capital / Equity share capital",5300126,"Liability","Credit","Instant",NULL
"BS Master","                Other Equity",5300008,"Equity",5300007,"Liability","Credit","Instant",NULL
"BS Master","                    Other reserves",5300009,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                        Profit and Loss Conversion Adjustment",5300018,"Other reserves",5300009,"Liability","Credit","Instant",NULL
"BS Master","                        Foreign Currency Translation Reserve",5300019,"Other reserves",5300009,"Liability","Credit","Instant",NULL
"BS Master","                        Forex Conversion Gain Loss",5300020,"Other reserves",5300009,"Liability","Credit","Instant",NULL
"BS Master","                        Hedging Reserve",5301467,"Other reserves",5300009,"Liability","Credit","Instant",NULL
"BS Master","                    Securities premium",5300128,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                    Equity component of non convertible debentures/loans",5300129,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                    Share Application Money",5300130,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                    Optionally convertible redeemable preference shares ('OCRPS')",5300131,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                        Issued, subscribed and paid-up - Preference Share Capital",5300132,"Optionally convertible redeemable preference shares ('OCRPS')",5300131,"Liability","Credit","Instant",NULL
"BS Master","                    Capital Reserve",5301311,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                    Self Insurance Reserve",5300140,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                    Retained earnings",5300133,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                        Retained earnings - Opening balance",5300134,"Retained earnings",5300133,"Liability","Credit","Instant",NULL
"BS Master","                        Retained earnings - Profit/Loss for CY",5300135,"Retained earnings",5300133,"Liability","Credit","Instant",NULL
"BS Master","                        Retained earning transfer to NCI",5300372,"Retained earnings",5300133,"Liability","Credit","Duration",NULL
"BS Master","                        Retained earnings - Distribution paid to unitholders",5300136,"Retained earnings",5300133,"Liability","Credit","Duration",NULL
"BS Master","                        Retained earnings - Dividend paid to shareholders",5300400,"Retained earnings",5300133,"Liability","Credit","Duration",NULL
"BS Master","                        NCD LIABILITY_ ADJ TO OTHER EQUITY",5301465,"Retained earnings",5300133,"Liability","Credit","Instant",NULL
"BS Master","                        NCD Redemption Premium",5301466,"Retained earnings",5300133,"Liability","Credit","Instant",NULL
"BS Master","                        IND AS adjustment",5301468,"Retained earnings",5300133,"Liability","Credit","Instant",NULL
"BS Master","                        Casting adjustment for RE",5301734,"Retained earnings",5300133,"Liability","Credit","Instant",NULL
"BS Master","                    Other Comprehensive Income (OCI)",5300137,"Other Equity",5300008,"Liability","Credit","Instant",NULL
"BS Master","                        Other Comprehensive Income (OCI) - Opening balance",5300138,"Other Comprehensive Income (OCI)",5300137,"Liability","Credit","Instant",NULL
"BS Master","                        Other Comprehensive Income (OCI) - Movement during the year",5300139,"Other Comprehensive Income (OCI)",5300137,"Liability","Credit","Duration",NULL
"BS Master","                        Other comprehensive income - Tax effect",5301611,"Other Comprehensive Income (OCI)",5300137,"Liability","Credit","Duration",NULL
"BS Master","                        OCI transfer to Non controlling interest",5300371,"Other Comprehensive Income (OCI)",5300137,"Liability","Credit","Instant",NULL
"BS Master","                Retained earnings",5300010,"Equity",5300007,"Liability","Credit","Instant",NULL
"BS Master","                Minority Interest",5300024,"Equity",5300007,"Liability","Credit","Instant",NULL
"BS Master","                Equity attributable to Non-controlling interests",5300141,"Equity",5300007,"Liability","Credit","Instant",NULL
"BS Master","                    NCI - Opening Balance",5300142,"Equity attributable to Non-controlling interests",5300141,"Liability","Credit","Instant",NULL
"BS Master","                    NCI - PL",5300143,"Equity attributable to Non-controlling interests",5300141,"Liability","Credit","Duration",NULL
"BS Master","                    NCI - OCI",5300373,"Equity attributable to Non-controlling interests",5300141,"Liability","Credit","Duration",NULL
"BS Master","                    NCI - Dividend during the year",5300374,"Equity attributable to Non-controlling interests",5300141,"Liability","Credit","Duration",NULL
"BS Master","                    Non Controlling interest - KBPL",5301457,"Equity attributable to Non-controlling interests",5300141,"Liability","Credit","Instant",NULL
"BS Master","            Non-current liabilities",5300146,"Total Equity and Liabilites",5300005,"Liability","Credit","Instant",NULL
"BS Master","                Financial liabilities - Non Current",5300147,"Non-current liabilities",5300146,"Liability","Credit","Instant",NULL
"BS Master","                    Borrowings - Non Current",5300148,"Financial liabilities - Non Current",5300147,"Liability","Credit","Instant",NULL
"BS Master","                        Debentures",5300149,"Borrowings - Non Current",5300148,"Liability","Credit","Instant",NULL
"BS Master","                            6.65% - 8.20% Public NCD (secured)",5300150,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.11% Non-convertible debentures (secured)",5300151,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            8.60% Non-convertible debentures (secured)",5300152,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            110% Non-convertible debentures (secured)",5300153,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.85% Non-convertible debentures (secured) - Non Current",5300154,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.917% Non-convertible debentures (secured)",5300155,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.53% Non-convertible debentures (secured)",5300156,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            8.85% Non-convertible debentures (secured)",5300157,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            9.10% Non-convertible debentures (secured)",5300158,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            8.10% Non-convertible debentures (secured)",5300159,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            6.72% Non-convertible debentures (secured)",5300160,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            6.52% Non-convertible debentures (secured)",5300161,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            70% Non-convertible debentures (secured)",5300162,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.25% Non-convertible debentures (secured)",5300163,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.40% Non-convertible debentures (secured)",5300164,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.32% Non-convertible debentures (secured)",5300165,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            15% Compulsorily convertible debentures",5300344,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.70% Non-convertible debentures (Secured)",5301417,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.84% Non-convertible debentures (Secured)",5301418,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.35% Non-convertible debentures (Secured)",5301419,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.88% Non-convertible debentures   - Series W NCD (secured)",5301637,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.88% Non-convertible debentures   - Series X NCD (secured)",5301638,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            7.87% Non-convertible debentures   - Series Y NCD (secured)",5301724,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            Listed Bonds - Non Current Liability",5301459,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            19% NCD - IGT",5301870,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            Non Convertible Debentures - SPSHPL",5301460,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            VIRESCENT RENEWABLE ENERGY TRUST - CCD",5301461,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                            VIRESCENT RENEWABLE ENERGY TRUST - OCD",5301462,"Debentures",5300149,"Liability","Credit","Instant",NULL
"BS Master","                        Term loans",5300166,"Borrowings - Non Current",5300148,"Liability","Credit","Instant",NULL
"BS Master","                            Indian rupee loan from banks (secured)",5300167,"Term loans",5300166,"Liability","Credit","Instant",NULL
"BS Master","                            Foreign currency loan from financial institution (secured)",5300368,"Term loans",5300166,"Liability","Credit","Instant",NULL
"BS Master","                            Loan from India Grid Trust (unsecured) - Parent",5301599,"Term loans",5300166,"Liability","Credit","Instant",NULL
"BS Master","                                Loan from India Grid Trust (unsecured)",5300168,"Loan from India Grid Trust (unsecured) - Parent",5301599,"Liability","Credit","Instant",NULL
"BS Master","                                Upfront fee IGT",5301600,"Loan from India Grid Trust (unsecured) - Parent",5301599,"Liability","Credit","Instant",NULL
"BS Master","                            Loan from holding company",5300339,"Term loans",5300166,"Liability","Credit","Instant",NULL
"BS Master","                            Loan from fellow subsidiary",5300340,"Term loans",5300166,"Liability","Credit","Instant",NULL
"BS Master","                        Compulsory redeemable Preference share",5301817,"Borrowings - Non Current",5300148,"Liability","Credit","Instant",NULL
"BS Master","                        Optionally convertible debentures",5301319,"Borrowings - Non Current",5300148,"Liability","Credit","Instant",NULL
"BS Master","                    Leases - Non Current",5300169,"Financial liabilities - Non Current",5300147,"Liability","Credit","Instant",NULL
"BS Master","                    Other financial liabilities - Non Current",5300170,"Financial liabilities - Non Current",5300147,"Liability","Credit","Instant",NULL
"BS Master","                        VGF liability - Non Current",5300171,"Other financial liabilities - Non Current",5300170,"Liability","Credit","Instant",NULL
"BS Master","                        Others - Other financial liabilities",5300172,"Other financial liabilities - Non Current",5300170,"Liability","Credit","Instant",NULL
"BS Master","                        Provision for decomissioning",5301364,"Other financial liabilities - Non Current",5300170,"Liability","Credit","Instant",NULL
"BS Master","                        Deposit received under protest",5301456,"Other financial liabilities - Non Current",5300170,"Liability","Credit","Instant",NULL
"BS Master","                Provision - Non Current",5300173,"Non-current liabilities",5300146,"Liability","Credit","Instant",NULL
"BS Master","                    Provision for gratuity - Non Current",5300174,"Provision - Non Current",5300173,"Liability","Credit","Instant",NULL
"BS Master","                    Provision for decommissioning costs",5301663,"Provision - Non Current",5300173,"Liability","Credit","Instant",NULL
"BS Master","                    Provision for leave benefit - Non Current",5300175,"Provision - Non Current",5300173,"Liability","Credit","Instant",NULL
"BS Master","                Deferred tax liabilities (net)",5300176,"Non-current liabilities",5300146,"Liability","Credit","Instant",NULL
"BS Master","                Income tax liabilities(net)",5301735,"Non-current liabilities",5300146,"Liability","Credit","Instant",NULL
"BS Master","                Other non-current liabilities",5301173,"Non-current liabilities",5300146,"Liability","Credit","Instant",NULL
"PL_COMP","                        Sale of scrap",5300275,"Other income",5300274,"Revenue","Credit","Duration",NULL
"BS Master","                    Deferred revenue (Non Current)",5301312,"Other non-current liabilities",5301173,"Liability","Credit","Instant",NULL
"BS Master","            Current liabilities",5300177,"Total Equity and Liabilites",5300005,"Liability","Credit","Instant",NULL
"BS Master","                Financial liabilities - Current",5300178,"Current liabilities",5300177,"Liability","Credit","Instant",NULL
"BS Master","                    Borrowings - Current",5300179,"Financial liabilities - Current",5300178,"Liability","Credit","Instant",NULL
"BS Master","                        7.85% Non-convertible debentures (secured) - Current",5300180,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        7.95% Non-convertible debentures (secured) - Current",5300402,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        9.57% Non-convertible Debentures",5300181,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        8.10% Non-convertible debentures (secured) - Current",5300182,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        70% Non-convertible debentures (secured)",5301636,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        8.40% Non-convertible debentures (secured) - Current",5300183,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        8.50% Non-convertible debentures (secured) - Current",5300184,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        7.25% Non-convertible debentures (secured) - Current",5301818,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        6.52% Non-convertible debentures (secured) - Current",5301819,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        7.53% Non-convertible debentures (secured) - Current",5301820,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Indian rupee loan from banks (secured) - Current",5300185,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        9.1% Non-Convertible Debenture A/c",5301635,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Loan from holding company - Current",5300403,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Indian rupee loans from financial institution (secured)",5300186,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Foreign currency loan from financial institution (secured)",5300187,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Non convertible debentures",5301318,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Provision for redemption of NCD's",5301322,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Loan from related parties",5301365,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Series T 7.50% 1110 Cr - Current Maturity",5301447,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Series V 7.50% 90 Cr - Current Maturity",5301448,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Series S 7.35% 1650 Cr - Current Maturity",5301449,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        NCD Series X 7.88% 500 Cr - Current Maturity",5301450,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        NCD Series W 7.88% 500 Cr - Current Maturity",5301451,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        Public NCD Current Maturity",5301452,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                        NCD 1140Cr 7.70% - Current Maturity",5301453,"Borrowings - Current",5300179,"Liability","Credit","Instant",NULL
"BS Master","                    Leases - Current",5300188,"Financial liabilities - Current",5300178,"Liability","Credit","Instant",NULL
"BS Master","                    Trade payables",5300189,"Financial liabilities - Current",5300178,"Liability","Credit","Instant",NULL
"BS Master","                        Total outstanding dues of micro and small enterprises",5300190,"Trade payables",5300189,"Liability","Credit","Instant",NULL
"BS Master","                        Total outstanding dues of creditors other than micro and small enterprises",5300191,"Trade payables",5300189,"Liability","Credit","Instant",NULL
"BS Master","                            Total outstanding dues of creditors other than micro and small enterprises - To related parties - Parent",5301596,"Total outstanding dues of creditors other than micro and small enterprises",5300191,"Liability","Credit","Instant",NULL
"BS Master","                                Total outstanding dues of creditors other than micro and small enterprises - To related parties",5300192,"Total outstanding dues of creditors other than micro and small enterprises - To related parties - Parent",5301596,"Liability","Credit","Instant",NULL
"BS Master","                                Investment Management Fee Payable",5301598,"Total outstanding dues of creditors other than micro and small enterprises - To related parties - Parent",5301596,"Liability","Credit","Instant",NULL
"BS Master","                                Project Management Fee Payable",5301597,"Total outstanding dues of creditors other than micro and small enterprises - To related parties - Parent",5301596,"Liability","Credit","Instant",NULL
"BS Master","                            Total outstanding dues of creditors other than micro and small enterprises - To others",5300193,"Total outstanding dues of creditors other than micro and small enterprises",5300191,"Liability","Credit","Instant",NULL
"BS Master","                    Other financial liabilities - Current",5300194,"Financial liabilities - Current",5300178,"Liability","Credit","Instant",NULL
"BS Master","                        Derivative instruments at fair value",5300195,"Other financial liabilities - Current",5300194,"Liability","Credit","Instant",NULL
"BS Master","                            Foreign exchange forward contracts",5300196,"Derivative instruments at fair value",5300195,"Liability","Credit","Instant",NULL
"BS Master","                        Other current financial liabilities at amortised cost",5300198,"Other financial liabilities - Current",5300194,"Liability","Credit","Instant",NULL
"BS Master","                            VGF liability - Current",5300199,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Interest accrued but not due on borrowings",5300200,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Interest payable to related parties - Parent",5301601,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                                Interest payable to related parties",5300201,"Interest payable to related parties - Parent",5301601,"Liability","Credit","Instant",NULL
"BS Master","                                Interest on CCD (Liability)",5301602,"Interest payable to related parties - Parent",5301601,"Liability","Credit","Instant",NULL
"BS Master","                            Payables for purchase of property, plant and equipment",5300202,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Distribution payable",5300203,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Reimbursement of expenses payable to related parties",5300204,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Management fees payable to related parties",5300205,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Payable towards project acquired - to related party",5300206,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Payable towards project acquired - to Others",5300207,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Employee payable - Variable Pay",5300208,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Tariff payable to beneficiaries",5300209,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                            Others - Other financial liabilities at amortised cost",5300210,"Other current financial liabilities at amortised cost",5300198,"Liability","Credit","Instant",NULL
"BS Master","                        Holdback consideration",5301315,"Other financial liabilities - Current",5300194,"Liability","Credit","Instant",NULL
"BS Master","                Provision - Current",5300211,"Current liabilities",5300177,"Liability","Credit","Instant",NULL
"BS Master","                    Other - Employee benefit obligations - Current",5300212,"Provision - Current",5300211,"Liability","Credit","Instant",NULL
"BS Master","                    Provision for gratuity - Current",5300213,"Provision - Current",5300211,"Liability","Credit","Instant",NULL
"BS Master","                    Provision for leave benefit - Current",5300214,"Provision - Current",5300211,"Liability","Credit","Instant",NULL
"BS Master","                    Leave Travel Allowance Payable",5300215,"Provision - Current",5300211,"Liability","Credit","Instant",NULL
"BS Master","                    Long term incentive plan - BS",5300216,"Provision - Current",5300211,"Liability","Credit","Instant",NULL
"BS Master","                Current tax liabilities",5301676,"Current liabilities",5300177,"Liability","Credit","Instant",NULL
"BS Master","                Other current liabilities",5300217,"Current liabilities",5300177,"Liability","Credit","Instant",NULL
"BS Master","                    Withholding taxes (TDS) payable",5300218,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Advance from customers",5300219,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Statutory dues payables",5300220,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    WCT payable",5300221,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Professional tax payable",5300222,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    GST payable",5300223,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Service tax payable",5300224,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    CST payable",5300225,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    VAT payable",5300226,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Provident fund payable",5300227,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Interest accrued on delayed payments to vendors",5301643,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Deferred revenue (Current)",5301661,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","                    Others - Other current liabilities",5300228,"Other current liabilities",5300217,"Liability","Credit","Instant",NULL
"BS Master","        Total Assets",5300004,"Balance Sheet Net",5300027,"Asset","Debit","Instant",NULL
"BS Master","            Non-current assets",5300031,"Total Assets",5300004,"Asset","Debit","Instant",NULL
"BS Master","                Property, plant and equipment",5300034,"Non-current assets",5300031,"Asset","Debit","Instant",NULL
"BS Master","                    Impairment of PPE",5300039,"Property, plant and equipment",5300034,"Asset","Debit","Instant",NULL
"BS Master","                    Gross Block - Property, plant and equipment",5300040,"Property, plant and equipment",5300034,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Freehold land",5300041,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Lease hold land",5300042,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Building - office (leasehold improvements)",5300043,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Building - Substations",5300044,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Substations",5300045,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Transmission lines",5300046,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Plant and machinery",5300047,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Data processing equipments",5300048,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Furniture and fitting",5300049,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Office equipment",5300050,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Vehicle",5300051,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Solar Power Plant",5300052,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Road",5300053,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Site Equipment",5301651,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                        Gross block - VGF",5301726,"Gross Block - Property, plant and equipment",5300040,"Asset","Debit","Instant",NULL
"BS Master","                    Accumulated Depreciation - Property, plant and equipment",5300054,"Property, plant and equipment",5300034,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Freehold land",5300055,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Site Equipment",5301652,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Lease hold land",5300056,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Building - office (leasehold improvements)",5300057,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Building - Substations",5300058,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Substations",5300059,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Transmission lines",5300060,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Plant and machinery",5300061,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Data processing equipments",5300062,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Furniture and fitting",5300063,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Office equipment",5300064,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Vehicle",5300065,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Solar Power Plant",5300066,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Road",5300067,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - VGF",5301727,"Accumulated Depreciation - Property, plant and equipment",5300054,"Asset","Debit","Instant",NULL
"BS Master","                Right of use asset",5300036,"Non-current assets",5300031,"Asset","Debit","Instant",NULL
"BS Master","                Intangible assets",5300037,"Non-current assets",5300031,"Asset","Debit","Instant",NULL
"BS Master","                    Gross Block - Intangible assets",5300068,"Intangible assets",5300037,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Computer software/License",5300069,"Gross Block - Intangible assets",5300068,"Asset","Debit","Instant",NULL
"BS Master","                        Gross Block - Right-to-use common infrastructure facilities",5300070,"Gross Block - Intangible assets",5300068,"Asset","Debit","Instant",NULL
"BS Master","                        Goodwill",5301463,"Gross Block - Intangible assets",5300068,"Asset","Debit","Instant",NULL
"BS Master","                    Accumulated Depreciation - Intangible assets",5300071,"Intangible assets",5300037,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Computer software/License",5300072,"Accumulated Depreciation - Intangible assets",5300071,"Asset","Debit","Instant",NULL
"BS Master","                        Acc Dep - Right-to-use common infrastructure facilities",5300073,"Accumulated Depreciation - Intangible assets",5300071,"Asset","Debit","Instant",NULL
"BS Master","                        Acc. Dep Goodwill",5301464,"Accumulated Depreciation - Intangible assets",5300071,"Asset","Debit","Instant",NULL
"BS Master","                    Goodwill on Business Combination",5301454,"Intangible assets",5300037,"Asset","Debit","Instant",NULL
"BS Master","                    Goodwill (103) – Elimination",5301455,"Intangible assets",5300037,"Asset","Debit","Instant",NULL
"BS Master","                Goodwill",5301660,"Non-current assets",5300031,"Asset","Debit","Instant",NULL
"BS Master","                Capital work-in-progress",5300038,"Non-current assets",5300031,"Asset","Debit","Instant",NULL
"BS Master","                Financial assets - Non-current assets",5300074,"Non-current assets",5300031,"Asset","Debit","Instant",NULL
"BS Master","                    Investment in subsidiaries",5300229,"Financial assets - Non-current assets",5300074,"Asset","Debit","Instant",NULL
"BS Master","                        Equity investments, at cost (unquoted) - Investment in subsidiaries",5300230,"Investment in subsidiaries",5300229,"Asset","Debit","Instant",NULL
"BS Master","                            Indigrid Limited - Equity investments",5300231,"Equity investments, at cost (unquoted) - Investment in subsidiaries",5300230,"Asset","Debit","Instant",NULL
"BS Master","                            Indigrid 1 Limited - Equity investments",5300232,"Equity investments, at cost (unquoted) - Investment in subsidiaries",5300230,"Asset","Debit","Instant",NULL
"BS Master","                            Indigrid 2 Limited - Equity investments",5300233,"Equity investments, at cost (unquoted) - Investment in subsidiaries",5300230,"Asset","Debit","Instant",NULL
"BS Master","                            Patran Transmission Company Limited - Equity investments",5300234,"Equity investments, at cost (unquoted) - Investment in subsidiaries",5300230,"Asset","Debit","Instant",NULL
"BS Master","                        Investment in unquoted equity shares",5301357,"Investments - Non Current",5300251,"Asset","Debit","Instant",NULL
